text	source_full_code	numeric_pinyin	marked_pinyin
都行了	]rru1le;\eee	dou1 xing2 le5	dōu xíng le
都补了	]rrubooo\eee	dou1 bu3 le5	dōu bǔ le
都裂了	]rru\jcx\eee	dou1 lie4 le5	dōu liè le
都装了	]rru7uf;\eee	dou1 zhuang1 le5	dōu zhuāng le
都要了	]rruyjdo\eee	dou1 yao4 le5	dōu yào le
都见了	]rru3jdz\eee	dou1 jian4 le5	dōu jiàn le
都解了	]rru3lxx\eee	dou1 jie3 le5	dōu jiě le
都订了	]rru]je/\eee	dou1 ding4 le5	dōu dìng le
都认了	]rru0vcz\eee	dou1 ren4 le5	dōu rèn le
都记了	]rru3jkl\eee	dou1 ji4 le5	dōu jì le
都讲了	]rru3ls/\eee	dou1 jiang3 le5	dōu jiǎng le
都设了	]rru9rew\eee	dou1 she4 le5	dōu shè le
都试了	]rru9JKL\eee	dou1 shi4 le5	dōu shì le
都说了	]rru9urr\eee	dou1 shuo1 le5	dōu shuō le
都请了	]rru2lw/\eee	dou1 qing3 le5	dōu qǐng le
都读了	]rru]oiu\eee	dou1 du2 le5	dōu dú le
都谈了	]rrutsda\eee	dou1 tan2 le5	dōu tán le
都谢了	]rru1jcx\eee	dou1 xie4 le5	dōu xiè le
都负了	]rru[uio\eee	dou1 fu4 le5	dōu fù le
都贴了	]rrutjvv\eee	dou1 tie1 le5	dōu tiē le
都贵了	]rrugucl\eee	dou1 gui4 le5	dōu guì le
都费了	]rru[vcl\eee	dou1 fei4 le5	dōu fèi le
都赔了	]rrupxcj\eee	dou1 pei2 le5	dōu péi le
都赚了	]rru7udz\eee	dou1 zhuan4 le5	dōu zhuàn le
都赞了	]rru6fdz\eee	dou1 zan4 le5	dōu zàn le
都赢了	]rruyle;\eee	dou1 ying2 le5	dōu yíng le
都走了	]rru6wwo\eee	dou1 zou3 le5	dōu zǒu le
都起了	]rru2lll\eee	dou1 qi3 le5	dōu qǐ le
都跌了	]rru]jvv\eee	dou1 die1 le5	dōu diē le
都跑了	]rrupsso\eee	dou1 pao3 le5	dōu pǎo le
都跟了	]rrugvva\eee	dou1 gen1 le5	dōu gēn le
都跪了	]rrugucl\eee	dou1 gui4 le5	dōu guì le
都跳了	]rrutjdo\eee	dou1 tiao4 le5	dōu tiào le
都转了	]rru7osz\eee	dou1 zhuan3 le5	dōu zhuǎn le
都软了	]rru0osz\eee	dou1 ruan3 le5	dōu ruǎn le
都输了	]rru9uuu\eee	dou1 shu1 le5	dōu shū le
都过了	]rruguew\eee	dou1 guo4 le5	dōu guò le
都还了	]rruhoda\eee	dou1 huan2 le5	dōu huán le
都这么	]rru7rew-eee	dou1 zhe4 me5	dōu zhè me
都进了	]rru3jcz\eee	dou1 jin4 le5	dōu jìn le
都迟了	]rru8LKJ\eee	dou1 chi2 le5	dōu chí le
都退了	]rrutucl\eee	dou1 tui4 le5	dōu tuì le
都送了	]rru4ue/\eee	dou1 song4 le5	dōu sòng le
都逃了	]rrutsdu\eee	dou1 tao2 le5	dōu táo le
都选了	]rru1.sz\eee	dou1 xuan3 le5	dōu xuǎn le
都通了	]rrutur;\eee	dou1 tong1 le5	dōu tōng le
都逛了	]rrugud/\eee	dou1 guang4 le5	dōu guàng le
都遭了	]rru6ffu\eee	dou1 zao1 le5	dōu zāo le
都那么	]rrunfds-eee	dou1 na4 me5	dōu nà me
都都摸摸	]rru]rru-rrr-rrr	dou1 dou1 mo1 mo1	dōu dōu mō mō
都配了	]rrupvcl\eee	dou1 pei4 le5	dōu pèi le
都酥了	]rru4uuu\eee	dou1 su1 le5	dōu sū le
都酸了	]rru4ufa\eee	dou1 suan1 le5	dōu suān le
都醉了	]rru6ucl\eee	dou1 zui4 le5	dōu zuì le
都醒了	]rru1lw/\eee	dou1 xing3 le5	dōu xǐng le
都重了	]rru7ue/\eee	dou1 zhong4 le5	dōu zhòng le
都铺了	]rrupuuu\eee	dou1 pu1 le5	dōu pū le
都锁了	]rru4oww\eee	dou1 suo3 le5	dōu suǒ le
都错了	]rru5uew\eee	dou1 cuo4 le5	dōu cuò le
都长了	]rru7ss/\eee	dou1 zhang3 le5	dōu zhǎng le
都问了	]rru=ucz\eee	dou1 wen4 le5	dōu wèn le
都阳了	]rruyld;\eee	dou1 yang2 le5	dōu yáng le
都降了	]rru3jd/\eee	dou1 jiang4 le5	dōu jiàng le
都随了	]rru4ocj\eee	dou1 sui2 le5	dōu suí le
都隔了	]rrugwer\eee	dou1 ge2 le5	dōu gé le
都难了	]rrunsda\eee	dou1 nan2 le5	dōu nán le
都露了	]rru\reo\eee	dou1 lou4 le5	dōu lòu le
都青了	]rru2jr;\eee	dou1 qing1 le5	dōu qīng le
都静了	]rru3je/\eee	dou1 jing4 le5	dōu jìng le
都领了	]rru\lw/\eee	dou1 ling3 le5	dōu lǐng le
都飞了	]rru[vvj\eee	dou1 fei1 le5	dōu fēi le
都饱了	]rrubsso\eee	dou1 bao3 le5	dōu bǎo le
都饿了	]rru'rew\eee	dou1 e4 le5	dōu è le
都馋了	]rru8sda\eee	dou1 chan2 le5	dōu chán le
都骂了	]rru-fds\eee	dou1 ma4 le5	dōu mà le
都骗了	]rrupjdz\eee	dou1 pian4 le5	dōu piàn le
都高了	]rrugffu\eee	dou1 gao1 le5	dōu gāo le
都鹅	]rru'wer	dou1 e2	dōu é
都麻了	]rru-sdf\eee	dou1 ma2 le5	dōu má le
都黄了	]rruhod;\eee	dou1 huang2 le5	dōu huáng le
都黑了	]rruhvvj\eee	dou1 hei1 le5	dōu hēi le
都默认	]rru-rew0vcz	dou1 mo4 ren4	dōu mò rèn
都齐了	]rru2lkj\eee	dou1 qi2 le5	dōu qí le
鄂	'rew	e4	è
鄂不	'rewbuio	e4 bu4	è bù
鄂东	'rew]ur;	e4 dong1	è dōng
鄂东北	'rew]ur;bxxl	e4 dong1 bei3	è dōng běi
鄂东南	'rew]ur;nsda	e4 dong1 nan2	è dōng nán
鄂乐舜	'rew\rew9ucz	e4 le4 shun4	è lè shùn
鄂云布	'rew`.cabuio	e4 yun2 bu4	è yún bù
鄂伦岱	'rew\oca]fdl	e4 lun2 dai4	è lún dài
鄂伦春	'rew\oca8uva	e4 lun2 chun1	è lún chūn
鄂伦春人	'rew\oca8uva0xca	e4 lun2 chun1 ren2	è lún chūn rén
鄂伦春族	'rew\oca8uva6oiu	e4 lun2 chun1 zu2	è lún chūn zú
鄂伦春自治旗	'rew\oca8uva6JKL7JKL2lkj	e4 lun2 chun1 zi4 zhi4 qi2	è lún chūn zì zhì qí
鄂军	'rew3mva	e4 jun1	è jūn
鄂前旗	'rew2lda2lkj	e4 qian2 qi2	è qián qí
鄂北	'rewbxxl	e4 bei3	è běi
鄂南	'rewnsda	e4 nan2	è nán
鄂博	'rewbwer	e4 bo2	è bó
鄂县	'rew1jdz	e4 xian4	è xiàn
鄂君	'rew3mva	e4 jun1	è jūn
鄂君翠被	'rew3mva5uclbvcl	e4 jun1 cui4 bei4	è jūn cuì bèi
鄂君舟	'rew3mva7rru	e4 jun1 zhou1	è jūn zhōu
鄂君船	'rew3mva8oda	e4 jun1 chuan2	è jūn chuán
鄂君被	'rew3mvabvcl	e4 jun1 bei4	è jūn bèi
鄂君香被	'rew3mva1jf;bvcl	e4 jun1 xiang1 bei4	è jūn xiāng bèi
鄂国公	'rewgoergur;	e4 guo2 gong1	è guó gōng
鄂图曼	'rewtoiu-fdz	e4 tu2 man4	è tú màn
鄂垣	'rew`.da	e4 yuan2	è yuán
鄂城	'rew8we;	e4 cheng2	è chéng
鄂城区	'rew8we;2mmm	e4 cheng2 qu1	è chéng qū
鄂姐	'rew3lxx	e4 jie3	è jiě
鄂嫩河	'rewnvczhwer	e4 nen4 he2	è nèn hé
鄂容安	'rew0oe;'ffa	e4 rong2 an1	è róng ān
鄂尔多	'rew'OOO]urr	e4 er3 duo1	è ěr duō
鄂尔多斯	'rew'OOO]urr4JJJ	e4 er3 duo1 si1	è ěr duō sī
鄂尔多斯人	'rew'OOO]urr4JJJ0xca	e4 er3 duo1 si1 ren2	è ěr duō sī rén
鄂尔多斯市	'rew'OOO]urr4JJJ9JKL	e4 er3 duo1 si1 shi4	è ěr duō sī shì
鄂尔多斯市东胜区	'rew'OOO]urr4JJJ9JKL]ur;9re/2mmm	e4 er3 duo1 si1 shi4 dong1 sheng4 qu1	è ěr duō sī shì dōng shèng qū
鄂尔多斯市乌审旗	'rew'OOO]urr4JJJ9JKL=uuu9xxz2lkj	e4 er3 duo1 si1 shi4 wu1 shen3 qi2	è ěr duō sī shì wū shěn qí
鄂尔多斯市伊金霍洛旗	'rew'OOO]urr4JJJ9JKLyjjj3jvahuew\uew2lkj	e4 er3 duo1 si1 shi4 yi1 jin1 huo4 luo4 qi2	è ěr duō sī shì yī jīn huò luò qí
鄂尔多斯市委	'rew'OOO]urr4JJJ9JKL=oxl	e4 er3 duo1 si1 shi4 wei3	è ěr duō sī shì wěi
鄂尔多斯市康巴什区	'rew'OOO]urr4JJJ9JKLqff;bfff9LKJ2mmm	e4 er3 duo1 si1 shi4 kang1 ba1 shi2 qu1	è ěr duō sī shì kāng bā shí qū
鄂尔多斯盆地	'rew'OOO]urr4JJJpxca]jkl	e4 er3 duo1 si1 pen2 di4	è ěr duō sī pén dì
鄂尔多斯草原	'rew'OOO]urr4JJJ5sso`.da	e4 er3 duo1 si1 cao3 yuan2	è ěr duō sī cǎo yuán
鄂尔多斯高原	'rew'OOO]urr4JJJgffu`.da	e4 er3 duo1 si1 gao1 yuan2	è ěr duō sī gāo yuán
鄂尔泰	'rew'OOOtfdl	e4 er3 tai4	è ěr tài
鄂崇禹	'rew8oe;`...	e4 chong2 yu3	è chóng yǔ
鄂州	'rew7rru	e4 zhou1	è zhōu
鄂州人	'rew7rru0xca	e4 zhou1 ren2	è zhōu rén
鄂州仓	'rew7rru5ff;	e4 zhou1 cang1	è zhōu cāng
鄂州市	'rew7rru9JKL	e4 zhou1 shi4	è zhōu shì
鄂弥达	'rew-lkj]sdf	e4 mi2 da2	è mí dá
鄂托	'rewturr	e4 tuo1	è tuō
鄂托克	'rewturrqrew	e4 tuo1 ke4	è tuō kè
鄂托克前旗	'rewturrqrew2lda2lkj	e4 tuo1 ke4 qian2 qi2	è tuō kè qián qí
鄂托克旗	'rewturrqrew2lkj	e4 tuo1 ke4 qi2	è tuō kè qí
鄂拓克	'rewtuewqrew	e4 tuo4 ke4	è tuò kè
鄂教版	'rew3jdobssz	e4 jiao4 ban3	è jiào bǎn
鄂旅投	'rew\...tweu	e4 lü3 tou2	è lǚ tóu
鄂木布	'rew-uiobuio	e4 mu4 bu4	è mù bù
鄂木斯克	'rew-uio4JJJqrew	e4 mu4 si1 ke4	è mù sī kè
鄂木斯克州	'rew-uio4JJJqrew7rru	e4 mu4 si1 ke4 zhou1	è mù sī kè zhōu
鄂木河	'rew-uiohwer	e4 mu4 he2	è mù hé
鄂棣	'rew]jkl	e4 di4	è dì
鄂武商	'rew=ooo9ff;	e4 wu3 shang1	è wǔ shāng
鄂毕河	'rewbjklhwer	e4 bi4 he2	è bì hé
鄂渚	'rew7ooo	e4 zhu3	è zhǔ
鄂温克	'rew=uvaqrew	e4 wen1 ke4	è wēn kè
鄂温克族	'rew=uvaqrew6oiu	e4 wen1 ke4 zu2	è wēn kè zú
鄂温克族自治旗	'rew=uvaqrew6oiu6JKL7JKL2lkj	e4 wen1 ke4 zu2 zi4 zhi4 qi2	è wēn kè zú zì zhì qí
鄂温克语	'rew=uvaqrew`...	e4 wen1 ke4 yu3	è wēn kè yǔ
鄂然	'rew0sda	e4 ran2	è rán
鄂王	'rew=od;	e4 wang2	è wáng
鄂申	'rew9vva	e4 shen1	è shēn
鄂破机	'rewprew3jjj	e4 po4 ji1	è pò jī
鄂竟平	'rew3je/ple;	e4 jing4 ping2	è jìng píng
鄂端	'rew]ufa	e4 duan1	è duān
鄂罗克	'rew\oerqrew	e4 luo2 ke4	è luó kè
鄂舟	'rew7rru	e4 zhou1	è zhōu
鄂菜	'rew5fdl	e4 cai4	è cài
鄂衾	'rew2jva	e4 qin1	è qīn
鄂被	'rewbvcl	e4 bei4	è bèi
鄂褒	'rewbffu	e4 bao1	è bāo
鄂西	'rew1jjj	e4 xi1	è xī
鄂西北	'rew1jjjbxxl	e4 xi1 bei3	è xī běi
鄂西南	'rew1jjjnsda	e4 xi1 nan2	è xī nán
鄂豫皖	'rew`m,.=osz	e4 yu4 wan3	è yù wǎn
鄂豫皖苏区	'rew`m,.=osz4uuu2mmm	e4 yu4 wan3 su1 qu1	è yù wǎn sū qū
鄂豫陕	'rew`m,.9ssz	e4 yu4 shan3	è yù shǎn
鄂足	'rew6oiu	e4 zu2	è zú
鄂都	'rew]rru	e4 dou1	è dōu
鄂鄂	'rew'rew	e4 e4	è è
鄂陵湖	'rew\le;hoiu	e4 ling2 hu2	è líng hú
鄂霍次克	'rewhuew5JKLqrew	e4 huo4 ci4 ke4	è huò cì kè
鄂霍次克海	'rewhuew5JKLqrewhssl	e4 huo4 ci4 ke4 hai3	è huò cì kè hǎi
鄂齐尔	'rew2lkj'OOO	e4 qi2 er3	è qí ěr
鄙夷了	blllylkj\eee	bi3 yi2 le5	bǐ yí le
鄙恶	blll'rew	bi3 e4	bǐ è
鄙视了	blll9JKL\eee	bi3 shi4 le5	bǐ shì le
鄚	-rew	mo4	mò
鄞鄂	ylca'rew	yin2 e4	yín è
鄳阨	-we;'rew	meng2 e4	méng è
鄳阸	-we;'rew	meng2 e4	méng è
酉时了	ylwo9LKJ\eee	you3 shi2 le5	yǒu shí le
配上了	pvcl9fd/\eee	pei4 shang4 le5	pèi shàng le
配了	pvcl\eee	pei4 le5	pèi le
配了点	pvcl\eee]lsz	pei4 le5 dian3	pèi le diǎn
配了药	pvcl\eeeyjdo	pei4 le5 yao4	pèi le yào
配什么	pvcl9xca-eee	pei4 shen2 me5	pèi shén me
配制了	pvcl7JKL\eee	pei4 zhi4 le5	pèi zhì le
配发了	pvcl[fff\eee	pei4 fa1 le5	pèi fā le
配合了	pvclhwer\eee	pei4 he2 le5	pèi hé le
配图了	pvcltoiu\eee	pei4 tu2 le5	pèi tú le
配备了	pvclbvcl\eee	pei4 bei4 le5	pèi bèi le
配好了	pvclhsso\eee	pei4 hao3 le5	pèi hǎo le
配方了	pvcl[ff;\eee	pei4 fang1 le5	pèi fāng le
配置了	pvcl7JKL\eee	pei4 zhi4 le5	pèi zhì le
配菜了	pvcl5fdl\eee	pei4 cai4 le5	pèi cài le
配错了	pvcl5uew\eee	pei4 cuo4 le5	pèi cuò le
配额	pvcl'wer	pei4 e2	pèi é
配额制	pvcl'wer7JKL	pei4 e2 zhi4	pèi é zhì
配额和	pvcl'werhwer	pei4 e2 he2	pèi é hé
配额生	pvcl'wer9rr;	pei4 e2 sheng1	pèi é shēng
配齐了	pvcl2lkj\eee	pei4 qi2 le5	pèi qí le
酒吃了	3lwo8JJJ\eee	jiu3 chi1 le5	jiǔ chī le
酒喝了	3lwohrrr\eee	jiu3 he1 le5	jiǔ hē le
酒多了	3lwo]urr\eee	jiu3 duo1 le5	jiǔ duō le
酒家了	3lwo3jff\eee	jiu3 jia1 le5	jiǔ jiā le
酒席了	3lwo1lkj\eee	jiu3 xi2 le5	jiǔ xí le
酒干了	3lwogfdz\eee	jiu3 gan4 le5	jiǔ gàn le
酒店了	3lwo]jdz\eee	jiu3 dian4 le5	jiǔ diàn le
酒恶	3lwo'rew	jiu3 e4	jiǔ è
酒来了	3lwo\sdj\eee	jiu3 lai2 le5	jiǔ lái le
酒楼了	3lwo\weu\eee	jiu3 lou2 le5	jiǔ lóu le
酒醉了	3lwo6ucl\eee	jiu3 zui4 le5	jiǔ zuì le
酒醒了	3lwo1lw/\eee	jiu3 xing3 le5	jiǔ xǐng le
酒驾了	3lwo3jds\eee	jiu3 jia4 le5	jiǔ jià le
酝酿了	`mcznjd/\eee	yun4 niang4 le5	yùn niàng le
酥了	4uuu\eee	su1 le5	sū le
酥掉了	4uuu]jdo\eee	su1 diao4 le5	sū diào le
酥软了	4uuu0osz\eee	su1 ruan3 le5	sū ruǎn le
酥麻了	4uuu-sdf\eee	su1 ma2 le5	sū má le
酱吃了	3jd/8JJJ\eee	jiang4 chi1 le5	jiàng chī le
酱少了	3jd/9sso\eee	jiang4 shao3 le5	jiàng shǎo le
酱油了	3jd/yleu\eee	jiang4 you2 le5	jiàng yóu le
酶阻遏	-xcj6ooo'rew	mei2 zu3 e4	méi zǔ è
酷了吧	quio\eeebddd	ku4 le5 ba5	kù le ba
酷恶	quio'rew	ku4 e4	kù è
酷极了	quio3lkj\eee	ku4 ji2 le5	kù jí le
酷殁	quio-rew	ku4 mo4	kù mò
酷毙了	quiobjkl\eee	ku4 bi4 le5	kù bì le
酸了	4ufa\eee	suan1 le5	suān le
酸了吧	4ufa\eeebddd	suan1 le5 ba5	suān le ba
酸什么	4ufa9xca-eee	suan1 shen2 me5	suān shén me
酸倒了	4ufa]sso\eee	suan1 dao3 le5	suān dǎo le
酸成了	4ufa8we;\eee	suan1 cheng2 le5	suān chéng le
酸掉了	4ufa]jdo\eee	suan1 diao4 le5	suān diào le
酸死了	4ufa4LLL\eee	suan1 si3 le5	suān sǐ le
酸涩了	4ufa4rew\eee	suan1 se4 le5	suān sè le
酸痛了	4ufatue/\eee	suan1 tong4 le5	suān tòng le
酿成了	njd/8we;\eee	niang4 cheng2 le5	niàng chéng le
酿酒了	njd/3lwo\eee	niang4 jiu3 le5	niàng jiǔ le
酿鹅	njd/'wer	niang4 e2	niàng é
醉了	6ucl\eee	zui4 le5	zuì le
醉了吧	6ucl\eeebddd	zui4 le5 ba5	zuì le ba
醉了啊	6ucl\eee'ddd	zui4 le5 a5	zuì le a
醉倒了	6ucl]sso\eee	zui4 dao3 le5	zuì dǎo le
醉墨	6ucl-rew	zui4 mo4	zuì mò
醉意了	6uclyjkl\eee	zui4 yi4 le5	zuì yì le
醉的了	6ucl]eee\eee	zui4 de5 le5	zuì de le
醉酒了	6ucl3lwo\eee	zui4 jiu3 le5	zuì jiǔ le
醉鹅	6ucl'wer	zui4 e2	zuì é
醉鹅娘	6ucl'wernld;	zui4 e2 niang2	zuì é niáng
醒了	1lw/\eee	xing3 le5	xǐng le
醒了不	1lw/\eeebuio	xing3 le5 bu4	xǐng le bù
醒了后	1lw/\eeehreo	xing3 le5 hou4	xǐng le hòu
醒了吗	1lw/\eee-ddd	xing3 le5 ma5	xǐng le ma
醒了吧	1lw/\eeebddd	xing3 le5 ba5	xǐng le ba
醒了啊	1lw/\eee'ddd	xing3 le5 a5	xǐng le a
醒了没	1lw/\eee-xcj	xing3 le5 mei2	xǐng le méi
醒悟了	1lw/=uio\eee	xing3 wu4 le5	xǐng wù le
醒来了	1lw/\sdj\eee	xing3 lai2 le5	xǐng lái le
醒目了	1lw/-uio\eee	xing3 mu4 le5	xǐng mù le
醒过了	1lw/guew\eee	xing3 guo4 le5	xǐng guò le
醒酒了	1lw/3lwo\eee	xing3 jiu3 le5	xǐng jiǔ le
醒醒了	1lw/1lw/\eee	xing3 xing3 le5	xǐng xǐng le
采买了	5ssl-ssl\eee	cai3 mai3 le5	cǎi mǎi le
采了	5ssl\eee	cai3 le5	cǎi le
采到了	5ssl]fdo\eee	cai3 dao4 le5	cǎi dào le
采取了	5ssl2...\eee	cai3 qu3 le5	cǎi qǔ le
采完了	5ssl=oda\eee	cai3 wan2 le5	cǎi wán le
采摘了	5ssl7ffj\eee	cai3 zhai1 le5	cǎi zhāi le
采用了	5ssl`me/\eee	cai3 yong4 le5	cǎi yòng le
采纳了	5sslnfds\eee	cai3 na4 le5	cǎi nà le
采药了	5sslyjdo\eee	cai3 yao4 le5	cǎi yào le
采访了	5ssl[ss/\eee	cai3 fang3 le5	cǎi fǎng le
采购了	5sslgreo\eee	cai3 gou4 le5	cǎi gòu le
采购额	5sslgreo'wer	cai3 gou4 e2	cǎi gòu é
采集了	5ssl3lkj\eee	cai3 ji2 le5	cǎi jí le
释出了	9JKL8uuu\eee	shi4 chu1 le5	shì chū le
释怀了	9JKLhodj\eee	shi4 huai2 le5	shì huái le
释放了	9JKL[fd/\eee	shi4 fang4 le5	shì fàng le
释然了	9JKL0sda\eee	shi4 ran2 le5	shì rán le
里下了	\lll1jds\eee	li3 xia4 le5	lǐ xià le
里丢了	\lll]jru\eee	li3 diu1 le5	lǐ diū le
里买了	\lll-ssl\eee	li3 mai3 le5	lǐ mǎi le
里了	\lll\eee	li3 le5	lǐ le
里了吧	\lll\eeebddd	li3 le5 ba5	lǐ le ba
里了啊	\lll\eee'ddd	li3 le5 a5	lǐ le a
里什么	\lll9xca-eee	li3 shen2 me5	lǐ shén me
里传了	\lll8oda\eee	li3 chuan2 le5	lǐ chuán le
里住了	\lll7uio\eee	li3 zhu4 le5	lǐ zhù le
里倒了	\lll]sso\eee	li3 dao3 le5	lǐ dǎo le
里做了	\lll6uew\eee	li3 zuo4 le5	lǐ zuò le
里停了	\llltle;\eee	li3 ting2 le5	lǐ tíng le
里偷了	\llltrru\eee	li3 tou1 le5	lǐ tōu le
里关了	\lllgufa\eee	li3 guan1 le5	lǐ guān le
里养了	\lllyls/\eee	li3 yang3 le5	lǐ yǎng le
里写了	\lll1lxx\eee	li3 xie3 le5	lǐ xiě le
里冲了	\lll8ur;\eee	li3 chong1 le5	lǐ chōng le
里出了	\lll8uuu\eee	li3 chu1 le5	lǐ chū le
里到了	\lll]fdo\eee	li3 dao4 le5	lǐ dào le
里办了	\lllbfdz\eee	li3 ban4 le5	lǐ bàn le
里加了	\lll3jff\eee	li3 jia1 le5	lǐ jiā le
里包了	\lllbffu\eee	li3 bao1 le5	lǐ bāo le
里占了	\lll7fdz\eee	li3 zhan4 le5	lǐ zhàn le
里卷蛾	\lll3.sz'wer	li3 juan3 e2	lǐ juǎn é
里去了	\lll2m,.\eee	li3 qu4 le5	lǐ qù le
里变了	\lllbjdz\eee	li3 bian4 le5	lǐ biàn le
里吃了	\lll8JJJ\eee	li3 chi1 le5	lǐ chī le
里听了	\llltjr;\eee	li3 ting1 le5	lǐ tīng le
里吵了	\lll8sso\eee	li3 chao3 le5	lǐ chǎo le
里呆了	\lll]ffj\eee	li3 dai1 le5	lǐ dāi le
里哭了	\lllquuu\eee	li3 ku1 le5	lǐ kū le
里喊了	\lllhssz\eee	li3 han3 le5	lǐ hǎn le
里喝了	\lllhrrr\eee	li3 he1 le5	lǐ hē le
里坏了	\lllhudl\eee	li3 huai4 le5	lǐ huài le
里坐了	\lll6uew\eee	li3 zuo4 le5	lǐ zuò le
里塞了	\lll4ffj\eee	li3 sai1 le5	lǐ sāi le
里多了	\lll]urr\eee	li3 duo1 le5	lǐ duō le
里头了	\lllteei\eee	li3 tou5 le5	lǐ tou le
里夹了	\lll3jff\eee	li3 jia1 le5	lǐ jiā le
里存了	\lll5oca\eee	li3 cun2 le5	lǐ cún le
里学了	\lll1.cv\eee	li3 xue2 le5	lǐ xué le
里少了	\lll9sso\eee	li3 shao3 le5	lǐ shǎo le
里带了	\lll]fdl\eee	li3 dai4 le5	lǐ dài le
里干了	\lllgfdz\eee	li3 gan4 le5	lǐ gàn le
里弄了	\lll\ue/\eee	li3 long4 le5	lǐ lòng le
里当了	\lll]ff;\eee	li3 dang1 le5	lǐ dāng le
里待了	\lll]ffj\eee	li3 dai1 le5	lǐ dāi le
里忘了	\lll=ud/\eee	li3 wang4 le5	lǐ wàng le
里想了	\lll1ls/\eee	li3 xiang3 le5	lǐ xiǎng le
里打了	\lll]sss\eee	li3 da3 le5	lǐ dǎ le
里扔了	\lll0rr;\eee	li3 reng1 le5	lǐ rēng le
里找了	\lll7sso\eee	li3 zhao3 le5	lǐ zhǎo le
里抓了	\lll7uff\eee	li3 zhua1 le5	lǐ zhuā le
里抽了	\lll8rru\eee	li3 chou1 le5	lǐ chōu le
里拉了	\lll\fff\eee	li3 la1 le5	lǐ lā le
里拿了	\lllnsdf\eee	li3 na2 le5	lǐ ná le
里挂了	\lllguds\eee	li3 gua4 le5	lǐ guà le
里挖了	\lll=uff\eee	li3 wa1 le5	lǐ wā le
里挤了	\lll3lll\eee	li3 ji3 le5	lǐ jǐ le
里换了	\lllhudz\eee	li3 huan4 le5	lǐ huàn le
里掉了	\lll]jdo\eee	li3 diao4 le5	lǐ diào le
里掺了	\lll8ffa\eee	li3 chan1 le5	lǐ chān le
里提了	\llltlkj\eee	li3 ti2 le5	lǐ tí le
里搜了	\lll4rru\eee	li3 sou1 le5	lǐ sōu le
里摆了	\lllbssl\eee	li3 bai3 le5	lǐ bǎi le
里放了	\lll[fd/\eee	li3 fang4 le5	lǐ fàng le
里有了	\lllylwo\eee	li3 you3 le5	lǐ yǒu le
里杀了	\lll9fff\eee	li3 sha1 le5	lǐ shā le
里来了	\lll\sdj\eee	li3 lai2 le5	lǐ lái le
里死了	\lll4LLL\eee	li3 si3 le5	lǐ sǐ le
里没了	\lll-xcj\eee	li3 mei2 le5	lǐ méi le
里洗了	\lll1lll\eee	li3 xi3 le5	lǐ xǐ le
里添了	\llltjfa\eee	li3 tian1 le5	lǐ tiān le
里演了	\lllylsz\eee	li3 yan3 le5	lǐ yǎn le
里炸了	\lll7fds\eee	li3 zha4 le5	lǐ zhà le
里点了	\lll]lsz\eee	li3 dian3 le5	lǐ diǎn le
里热了	\lll0rew\eee	li3 re4 le5	lǐ rè le
里煮了	\lll7ooo\eee	li3 zhu3 le5	lǐ zhǔ le
里犯了	\lll[fdz\eee	li3 fan4 le5	lǐ fàn le
里玩了	\lll=oda\eee	li3 wan2 le5	lǐ wán le
里生了	\lll9rr;\eee	li3 sheng1 le5	lǐ shēng le
里用了	\lll`me/\eee	li3 yong4 le5	lǐ yòng le
里留了	\lll\leu\eee	li3 liu2 le5	lǐ liú le
里看了	\lllqfdz\eee	li3 kan4 le5	lǐ kàn le
里睡了	\lll9ucl\eee	li3 shui4 le5	lǐ shuì le
里种了	\lll7ue/\eee	li3 zhong4 le5	lǐ zhòng le
里租了	\lll6uuu\eee	li3 zu1 le5	lǐ zū le
里站了	\lll7fdz\eee	li3 zhan4 le5	lǐ zhàn le
里等了	\lll]ww/\eee	li3 deng3 le5	lǐ děng le
里约鳄	\lll`mvv'rew	li3 yue1 e4	lǐ yuē è
里绕了	\lll0fdo\eee	li3 rao4 le5	lǐ rào le
里缺了	\lll2mvv\eee	li3 que1 le5	lǐ quē le
里罢了	\lllbfds\eee	li3 ba4 le5	lǐ bà le
里翻了	\lll[ffa\eee	li3 fan1 le5	lǐ fān le
里聊了	\lll\ldu\eee	li3 liao2 le5	lǐ liáo le
里藏了	\lll5sd;\eee	li3 cang2 le5	lǐ cáng le
里装了	\lll7uf;\eee	li3 zhuang1 le5	lǐ zhuāng le
里见了	\lll3jdz\eee	li3 jian4 le5	lǐ jiàn le
里讲了	\lll3ls/\eee	li3 jiang3 le5	lǐ jiǎng le
里请了	\lll2lw/\eee	li3 qing3 le5	lǐ qǐng le
里读了	\lll]oiu\eee	li3 du2 le5	lǐ dú le
里谈了	\llltsda\eee	li3 tan2 le5	lǐ tán le
里赚了	\lll7udz\eee	li3 zhuan4 le5	lǐ zhuàn le
里走了	\lll6wwo\eee	li3 zou3 le5	lǐ zǒu le
里蹲了	\lll]uva\eee	li3 dun1 le5	lǐ dūn le
里躺了	\llltss/\eee	li3 tang3 le5	lǐ tǎng le
里转了	\lll7osz\eee	li3 zhuan3 le5	lǐ zhuǎn le
里边了	\lllbjfa\eee	li3 bian1 le5	lǐ biān le
里进了	\lll3jcz\eee	li3 jin4 le5	lǐ jìn le
里送了	\lll4ue/\eee	li3 song4 le5	lǐ sòng le
里选了	\lll1.sz\eee	li3 xuan3 le5	lǐ xuǎn le
